--------- beginning of main
06-12 23:20:28.576 W/ServerBootstrap(21098): Unknown channel option 'SO_KEEPALIVE' for channel '[id: 0x5c9caeec]'
06-12 23:20:28.578 W/ServerBootstrap(21098): Unknown channel option 'TCP_NODELAY' for channel '[id: 0x5c9caeec]'
06-12 23:20:28.580 I/chatty  (  403): uid=0(root) DK-SiCntrl expire 202 lines
--------- beginning of kernel
06-12 23:20:30.011 W/[ 3397.131357@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1863
06-12 23:20:30.539 D/[ 3397.654446@2]  logd(    0): logdr: UID=0 GID=0 PID=21191 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 23:20:30.547 D/[ 3397.666533@2]  logd(    0): Skipping 4294967295 entries from slow reader, pid 21191, from LogBuffer::kickMe()
--------- beginning of system
06-12 23:20:30.946 I/ActivityTaskManager(  637): START u0 {flg=0x10000000 cmp=in.startv.hotstar/com.hotstar.MainActivity} from uid 0
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWAddMembership[1163]: source addr: 10.70.220.50, group addr: 232.24.3.241, socket: 16
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWAddMembership[1164]: setsocket success for source addrs
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWAddMembership[1176]: setsockopt IP_MULTICAST_ALL params:
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWAddMembership[1177]: mc_all: DISABLE
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWAddMembership[1182]: setsockopt success for all
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWBind[914]: Added IPV4 address to bind:232.24.3.241 
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWBind[921]: Binding with address 232.24.3.241
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWBind[928]: Bind (fd=17) port 5002, done okay
06-12 23:29:55.525 D/dvb_iptv(  403): SocketBind[727]: bound socket, port=5002
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWAddMembership[1139]: using IPV4 protocol
06-12 23:29:55.525 D/stbhwnet(  403): STB_NWAddMembership[1142]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1156]: src url SSM enabled
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1163]: source addr: 10.70.220.50, group addr: 232.24.3.241, socket: 17
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1164]: setsocket success for source addrs
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1176]: setsockopt IP_MULTICAST_ALL params:
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1177]: mc_all: DISABLE
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1182]: setsockopt success for all
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWBind[914]: Added IPV4 address to bind:232.24.3.241 
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWBind[921]: Binding with address 232.24.3.241
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWBind[928]: Bind (fd=18) port 5003, done okay
06-12 23:29:55.526 D/dvb_iptv(  403): SocketBind[727]: bound socket, port=5003
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1139]: using IPV4 protocol
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1142]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1156]: src url SSM enabled
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1163]: source addr: 10.70.220.50, group addr: 232.24.3.241, socket: 18
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1164]: setsocket success for source addrs
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1176]: setsockopt IP_MULTICAST_ALL params:
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1177]: mc_all: DISABLE
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1182]: setsockopt success for all
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWBind[914]: Added IPV4 address to bind:232.24.3.241 
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWBind[921]: Binding with address 232.24.3.241
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWBind[928]: Bind (fd=19) port 5005, done okay
06-12 23:29:55.526 D/dvb_iptv(  403): SocketBind[727]: bound socket, port=5005
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1139]: using IPV4 protocol
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1142]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1156]: src url SSM enabled
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1163]: source addr: 10.70.220.50, group addr: 232.24.3.241, socket: 19
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1164]: setsocket success for source addrs
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1176]: setsockopt IP_MULTICAST_ALL params:
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1177]: mc_all: DISABLE
06-12 23:29:55.526 D/stbhwnet(  403): STB_NWAddMembership[1182]: setsockopt success for all
06-12 23:29:55.526 D/dvb_iptv(  403): IPTV_Emm_Open[2126]: [SockTime] EMM socket open time: 1749751195s 526754us
06-12 23:29:55.526 I/Aml_MP  (  403): AmlCasBase [create:29] cas serviceType: verimatrix IPTV
06-12 23:29:55.526 I/Aml_MP  (  403): AmlCasBase create, iptv vmxcas v2 support
06-12 23:29:55.526 I/Aml_MP  (  403): AmlVMXIptvCas_V2 ctor AmlVMXIptvCas_V2
06-12 23:29:55.526 D/am_cas_api(  403): [createAmCas/77]
06-12 23:29:55.526 E/AVPIPTV (  403): [0] AmCasIPTVSC2 at # 672, class_instance_index=0
06-12 23:29:55.526 D/ltts_ip_emm(  403): openEmmCasSession[437]: IPTV EMM Cas openSession susccess CASSession ID: f32b4c00
06-12 23:29:55.527 D/DvbiInterface(  403): StopStartcurrentemmsession[1198]: Successfully started the emm session: 0xf36919c0
06-12 23:29:55.527 D/dvb_iptv(  403): restartEmmSession[1181]: restart Emm monitor task success
06-12 23:29:55.527 D/dvb_iptv(  403): restartEmmSession[1187]: restart Emm monitor task stop and start successful - 1
06-12 23:29:55.527 D/dvb_iptv(  403): restartEmmSession[1172]: waiting for restart emm signal
06-12 23:29:55.550 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:29:55.551 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:29:55.551 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:29:55.551 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:29:55.555 I/ActivityTaskManager(  637): Displayed in.startv.hotstar/com.hotstar.MainActivity: +1s378ms
06-12 23:29:55.573 D/CCodecBufferChannel(23915): [c2.android.mp3.decoder#47] MediaCodec discarded an unknown buffer
06-12 23:29:55.579 I/hw-BpHwBinder(23915): onLastStrongRef automatically unlinking death recipients
06-12 23:29:55.579 I/hw-BpHwBinder(  479): onLastStrongRef automatically unlinking death recipients
06-12 23:29:55.580 V/C2Store (  479): in ~ComponentModule
06-12 23:29:55.580 V/C2Store (  479): unloading dll
06-12 23:29:55.583 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:29:55.584 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:29:55.584 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:29:55.598 V/DigitalSignage(  637): Package Name: null
06-12 23:29:55.598 V/DigitalSignage(  637): Left: 0
06-12 23:29:55.598 V/DigitalSignage(  637): Right: 0
06-12 23:29:55.598 V/DigitalSignage(  637): Top: 0
06-12 23:29:55.598 V/DigitalSignage(  637): Bottom: 0
06-12 23:29:55.598 D/DigitalSignage(  637): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 23:29:55.614 V/DigitalSignage(  637): Package Name: null
06-12 23:29:55.614 V/DigitalSignage(  637): Left: 0
06-12 23:29:55.614 V/DigitalSignage(  637): Right: 0
06-12 23:29:55.614 V/DigitalSignage(  637): Top: 0
06-12 23:29:55.614 V/DigitalSignage(  637): Bottom: 0
06-12 23:29:55.614 D/DigitalSignage(  637): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 23:29:55.620 W/GooglePlayServicesUtil(23915): in.startv.hotstar requires the Google Play Store, but it is missing.
06-12 23:29:55.620 W/FA      (23915): Service invalid
06-12 23:29:55.635 D/rtk_heartbeat(  350): heartbeat_timed_out: heartbeatCmdCount = 3941, expected nextSeqNum = 3941
06-12 23:29:55.637 D/rtk_heartbeat(  350): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 3941,should SeqNum=3941, status = 0
06-12 23:29:55.650 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:29:55.681 D/JioStbInactivityTimer(  936): Timer: count 192 warningTimeout:10680 timeout:10800
06-12 23:29:55.681 D/JioStbInactivityTimer(  936): isUserActive: Curr:3769411 Prev:3769411
06-12 23:29:55.684 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:29:55.684 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:29:55.684 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:29:55.713 I/FA      (23915): Tag Manager is not found and thus will not be used
06-12 23:29:55.715 W/GooglePlayServicesUtil(23915): Google Play services is missing.
06-12 23:29:55.738 I/.sso.stb:remot( 2068): Background concurrent copying GC freed 63175(2936KB) AllocSpace objects, 12(240KB) LOS objects, 49% free, 4805KB/9611KB, paused 286us total 207.711ms
06-12 23:29:55.738 W/.sso.stb:remot( 2068): Reducing the number of considered missed Gc histogram windows from 338 to 100
06-12 23:29:55.747 I/FirebaseCrashlytics(23915): Saved version control info
06-12 23:29:55.750 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:29:55.784 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:29:55.784 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:29:55.784 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:29:55.786 I/uncher.relianc( 1786): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:29:55.790 I/e.swalekh.abct( 1352): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:29:55.800 D/JioSTBMRServer-SERVICE( 3281): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 23:29:55.800 D/JioSTBMRServer-SERVICE( 3281): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 23:29:55.804 D/JioSTBMRServer-SERVICE( 3281): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 23:29:55.804 D/JioSTBMRServer-SERVICE( 3281): #broadcast IP:192.168.1.255
06-12 23:29:55.851 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:29:55.869 D/[197   ] JioAccount-ADC( 2068): v2.a a> Event: XJSSOE3
06-12 23:29:55.869 V/[197   ] JioAccount-ADC( 2068): v2.a a> XJSSOE3	PARAMETERS:
06-12 23:29:55.880 D/[277   ] JioAccount-ADC( 2068): com.jio.adc.core.b c> Getting ServiceInfo
06-12 23:29:55.884 D/[277   ] JioAccount-ADC( 2068): com.jio.adc.core.b c> Starting Bind...
06-12 23:29:55.884 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:29:55.885 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:29:55.885 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:29:55.889 D/[2     ] JioAccount-ADC( 2068): com.jio.adc.core.b$2 onServiceConnected> Connected
06-12 23:29:55.890 D/[2     ] JioAccount-ADC( 2068): com.jio.adc.core.b$c$1 h> PROCESSING EVENT: XJSSOE3; TIME: 12-06-25 23:29:55:869; PARAMETERS: {"XJSSOP13":"in.startv.hotstar","XJSSOP14":true,"XJSSOP15":""}
06-12 23:29:55.893 I/Choreographer(23915): Skipped 36 frames!  The application may be doing too much work on its main thread.
06-12 23:29:55.897 V/[2     ] JioAccount-ADC( 2068): com.jio.adc.core.b$c$1 h> Event Written: XJSSOE3; TIME: 12-06-25 23:29:55:869; PARAMETERS: {"XJSSOP13":"in.startv.hotstar","XJSSOP14":true,"XJSSOP15":""}
06-12 23:29:55.898 D/[277   ] JioAccount-ADC( 2068): com.jio.adc.core.b c> Binding...
06-12 23:29:55.914 D/SessionLifecycleClient(23915): Connected to SessionLifecycleService. Queue size 1
06-12 23:29:55.916 D/SessionLifecycleClient(23915): Sending lifecycle 1 to service
06-12 23:29:55.917 D/SessionLifecycleService(23915): Activity foregrounding at 3963033.
06-12 23:29:55.917 D/SessionLifecycleService(23915): Cold start detected.
06-12 23:29:55.917 D/SessionLifecycleService(23915): Generated new session.
06-12 23:29:55.917 D/SessionLifecycleService(23915): Broadcasting new session
06-12 23:29:55.918 D/SessionFirelogPublisher(23915): Data Collection is enabled for at least one Subscriber
06-12 23:29:55.924 I/ThermalService(  987): CPU temperatures: [75.8]
06-12 23:29:55.945 I/system_server(  637): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:29:55.945 I/system_server(  637): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:29:55.951 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:29:55.953 W/AudioFlinger(  391): createTrack_l(): mismatch between requested flags (00000004) and output flags (00000002)
06-12 23:29:55.956 D/AF::TrackHandle(  391): OpPlayAudio: track:92 usage:1 not muted
06-12 23:29:55.958 D/AudioTrack(23915): createTrack_l(-1879011328): AUDIO_OUTPUT_FLAG_FAST denied by server; frameCount 0 -> 122688
06-12 23:29:55.961 W/APM::AudioPolicyEngine(  391): getDevicesForStrategy() unknown strategy: -1
06-12 23:29:55.962 W/APM::AudioPolicyEngine(  391): getDevicesForStrategy() unknown strategy: -1
06-12 23:29:55.963 D/SessionLifecycleClient(23915): Session update received.
06-12 23:29:55.968 D/SessionLifecycleClient(23915): Notified CRASHLYTICS of new session 3e119886d5af4e978119bd928dd00b09
06-12 23:29:55.972 I/sub_mixing_factory(  349): [usecase_change_validate_l_sm:1209] ++++continuous:0 dev masks:0, out masks:0, out usecase PCM_NORMAL
06-12 23:29:55.972 I/sub_mixing_factory(  349): [usecase_change_validate_l_sm:1216] add usecase PCM_NORMAL, cnt 1
06-12 23:29:55.972 D/sub_mixing_factory(  349): [usecase_change_validate_l_sm:1228] cur dev masks:0, add out usecase:PCM_NORMAL
06-12 23:29:55.972 I/sub_mixing_factory(  349): [usecase_change_validate_l_sm:1259] ----continuous:0 dev masks:0x1, out masks:0x1, out usecase PCM_NORMAL
06-12 23:29:55.972 D/aml_audio_port(  349): [new_input_port:260] buf_frames:384,frame_size:4 ==> thunk_size:1536
06-12 23:29:55.972 I/aml_audio_port(  349): [get_input_port_type:109] samplerate:48000, flags:0x2, channel_cnt:2
06-12 23:29:55.972 D/aml_audio_port(  349): [new_input_port:286] inport:PCM_SYSTEM, buf:6144, direct:0, format:0x1, rate:48000, ch:2
06-12 23:29:55.973 I/amlAudioMixer(  349): [init_mixer_input_port:175] input port:PCM_SYSTEM, size 384 frames, frame_write_sum:13660160
06-12 23:29:55.973 I/aml_audio_port(  349): [get_input_port_type:109] samplerate:48000, flags:0x2, channel_cnt:2
06-12 23:29:55.973 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1066] stream 0xf139b000 input port:PCM_SYSTEM
06-12 23:29:55.973 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1076] padding_bytes 12288
06-12 23:29:55.973 I/amlAudioMixer(  349): [mixer_write_inport:260] input port:PCM_SYSTEM is active now
06-12 23:29:55.973 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1076] padding_bytes 10752
06-12 23:29:55.973 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1076] padding_bytes 9216
06-12 23:29:55.973 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1076] padding_bytes 7680
06-12 23:29:55.973 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1076] padding_bytes 6144
06-12 23:29:55.976 I/amlAudioMixer(  349): [mixer_inports_read:704] input port:PCM_SYSTEM first start, portId:0, avail:6144
06-12 23:29:55.981 I/system_server(  637): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 23:29:55.982 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1076] padding_bytes 4608
06-12 23:29:55.985 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:29:55.985 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:29:55.985 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:29:55.990 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1076] padding_bytes 3072
06-12 23:29:55.998 I/sub_mixing_factory(  349): [mixer_aux_buffer_write_sm:1076] padding_bytes 1536
06-12 23:29:56.008 D/EventGDTLogger(23915): Session Event Type: SESSION_START
06-12 23:29:56.011 I/DTVKit  (  403): request[114]: 'CmnNoti.onDvbIpPacketDetails' // '[]'
06-12 23:29:56.011 D/stbresmgr(  403): STB_RESNumTuners[315]: num_tuners: 3
06-12 23:29:56.011 E/dvb_iptv(  403): IPTV_GetDvbIpPacketDetails[684]: No valid ECM iptv_handle
06-12 23:29:56.011 D/dvb_iptv(  403): IPTV_GetDvbIpPacketDetails[688]: EMM Pkt stat received_packets:0 lost_packets:0 recov_packets:0 
06-12 23:29:56.011 E/CommonClientNotiCbUtilsIntf(  403): onDvbIpPacketDetails[97]: Failure of Getting DvbIpDetails
06-12 23:29:56.012 D/CommonClientNotiCbUtilsImpl( 1632): Not Received Valid Info
06-12 23:29:56.027 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 1
06-12 23:29:56.027 D/dvb_iptv(  403): ReadEmmNetworkTask[1598]: [SockTime] EMM packet Reception Stopped!!
06-12 23:29:56.027 D/dvb_iptv(  403): ReadEmmNetworkTask[1601]: [SockTime] EMM packet Rxn stopped: 1749751196s 27382us
06-12 23:29:56.051 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:29:56.051 D/SessionFirelogPublisher(23915): Successfully logged Session Start event.
06-12 23:29:56.085 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:29:56.085 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:29:56.085 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:29:56.097 V/RootBeer(23915): b: a() [44] - /system/xbin/su binary detected!
06-12 23:29:56.143 D/JioLauncher( 1786): launcher-appp-in-background
06-12 23:29:56.149 E/PushSDK ( 1786): Total time spend is 00:03:16
06-12 23:29:56.149 E/PushSDK ( 1786): app closed with session id icxVeVA1749750999226
06-12 23:29:56.151 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 23:29:56.186 I/lowmemorykiller(  231): medium memory pressure event is triggered for new strategy
06-12 23:29:56.186 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reasons available are PRESSURE_AFTER_KILL, NOT_RESPONDING, LOW_SWAP_AND_THRASHING, LOW_MEM_AND_SWAP, LOW_MEM_AND_THRASHING, DIRECT_RECL_AND_THRASHING
06-12 23:29:56.186 D/lowmemorykiller(  231): LMKD mp_event_psi kill_reason received= -1
06-12 23:29:56.201 E/ocessService0:( 2252): failed to create Unix domain socket: Operation not permitted
06-12 23:29:56.213 I/appium  (23842): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 23:29:56.221 I/appium  (23842): AppiumResponse: {"sessionId":"158d6047-572b-4284-8849-192991a43748","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
