--------- beginning of kernel
06-12 16:33:40.389 E/[ 6295.741928@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457966/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.741946@1]  selinux(    0):  
06-12 16:33:40.389 E/[ 6295.745638@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457968/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.745654@1]  selinux(    0):  
06-12 16:33:40.565 D/[ 6295.919357@3]  logd(    0): logdr: UID=0 GID=0 PID=8154 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 16:33:40.571 D/[ 6295.928255@1]  logd(    0): Skipping 4294967295 entries from slow reader, pid 8154, from LogBuffer::kickMe()
--------- beginning of crash
06-12 16:33:40.707 F/linker  ( 8164): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:37:46.749 I/chatty  (  390): uid=1041(audioserver) ApmOutput identical 1 line
06-12 16:37:46.749 W/APM::AudioPolicyEngine(  390): getDevicesForStrategy() unknown strategy: -1
06-12 16:37:46.755 D/JioStbInactivityTimer(  933): Timer: count 35 warningTimeout:10680 timeout:10800
06-12 16:37:46.756 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:37:46.842 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:46.942 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:37:47.043 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.083 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:37:47.084 I/appium  ( 9760): FindElement command
06-12 16:37:47.087 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-12 16:37:47.088 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:37:47.092 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:37:47.103 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 7
06-12 16:37:47.143 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.171 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 16:37:47.177 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:37:47.243 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.245 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6518, expected nextSeqNum = 6518
06-12 16:37:47.247 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6518,should SeqNum=6518, status = 0
06-12 16:37:47.343 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.374 I/.startv.hotsta( 9959): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:37:47.384 I/e.swalekh.abct( 1336): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:37:47.393 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:37:47.393 D/JioSTBMRServer-SERVICE( 3304): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 16:37:47.396 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:37:47.396 D/JioSTBMRServer-SERVICE( 3304): #broadcast IP:192.168.1.255
06-12 16:37:47.401 D/ltts_ip_emm(  405): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 16:37:47.443 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.469 D/JioSDK_CpuUsageHelper(  473): Usage for all pids calculated, start new iteration.
06-12 16:37:47.523 D/BufferPoolAccessor2.0( 9959): bufferpool2 0xf19bf698 : 0(0 size) total buffers - 0(0 size) used buffers - 0/5 (recycle/alloc) - 4/216 (fetch/transfer)
06-12 16:37:47.523 D/BufferPoolAccessor2.0( 9959): evictor expired: 1, evicted: 1
06-12 16:37:47.524 D/BufferPoolAccessor2.0(  479): bufferpool2 0xf0cf1598 : 0(0 size) total buffers - 0(0 size) used buffers - 104/109 (recycle/alloc) - 5/109 (fetch/transfer)
06-12 16:37:47.524 D/BufferPoolAccessor2.0(  479): evictor expired: 1, evicted: 1
06-12 16:37:47.543 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.603 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 8
06-12 16:37:47.644 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.698 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:37:47.699 I/appium  ( 9760): FindElement command
06-12 16:37:47.702 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-12 16:37:47.702 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:37:47.705 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:37:47.744 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.755 D/JioStbInactivityTimer(  933): Timer: count 36 warningTimeout:10680 timeout:10800
06-12 16:37:47.755 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:37:47.775 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 16:37:47.781 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:37:47.804 I/ThermalService(  986): CPU temperatures: [74.4]
06-12 16:37:47.812 E/ocessService0:( 2273): failed to create Unix domain socket: Operation not permitted
06-12 16:37:47.844 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:47.944 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:37:48.044 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:48.103 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 9
06-12 16:37:48.145 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:48.245 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:48.246 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6519, expected nextSeqNum = 6519
06-12 16:37:48.247 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6519,should SeqNum=6519, status = 0
06-12 16:37:48.306 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:37:48.307 I/appium  ( 9760): FindElement command
06-12 16:37:48.309 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-12 16:37:48.310 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:37:48.313 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:37:48.345 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:48.388 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 16:37:48.394 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:37:48.445 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:48.545 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:48.603 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 10
06-12 16:37:48.646 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:48.746 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:37:48.756 D/JioStbInactivityTimer(  933): Timer: count 37 warningTimeout:10680 timeout:10800
06-12 16:37:48.756 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:37:48.815 E/WifiVendorHal(  632): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
