--------- beginning of kernel
06-12 11:11:27.829 W/[ 4077.418805@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 14
06-12 11:11:28.690 D/[ 4078.276862@3]  logd(    0): logdr: UID=0 GID=0 PID=23330 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 11:11:28.690 D/[ 4078.278456@2]  logd(    0): Skipping 4294967295 entries from slow reader, pid 23330, from LogBuffer::kickMe()
--------- beginning of system
06-12 11:11:28.858 I/ActivityTaskManager(  628): START u0 {flg=0x10000000 cmp=in.startv.hotstar/com.hotstar.MainActivity} from uid 0
06-12 11:16:35.282 I/appium  (24904): AppiumResponse: {"sessionId":"b4ccaea5-a0a2-4a87-9c38-c39721e409ce","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 11:16:35.287 I/DrmUtils(24974): found android.hardware.drm@1.2::IDrmFactory verimatrix
06-12 11:16:35.288 I/DrmUtils(24974): found android.hardware.drm@1.2::IDrmFactory widevine
06-12 11:16:35.290 I/DrmUtils(24974): found android.hardware.drm@1.2::IDrmFactory youtube
06-12 11:16:35.302 I/DrmUtils(24974): found android.hardware.drm@1.3::IDrmFactory clearkey
06-12 11:16:35.304 I/DrmUtils(24974): found android.hardware.drm@1.3::IDrmFactory verimatrix
06-12 11:16:35.306 I/DrmUtils(24974): found android.hardware.drm@1.3::IDrmFactory widevine
06-12 11:16:35.308 I/DrmUtils(24974): found android.hardware.drm@1.3::IDrmFactory youtube
06-12 11:16:35.311 W/android.hardware.drm@1.3-service.youtube(  361): isCryptoSchemeSupported, false
06-12 11:16:35.313 I/WVCdm   (  360): [app][in.startv.hotstar] calling virtual Return<void> wvdrm::hardware::drm::V1_3::widevine::WVDrmFactory::createPlugin(const hidl_array<uint8_t, 16> &, const android::hardware::hidl_string &, android::hardware::drm::V1_3::IDrmFactory::createPlugin_cb)
06-12 11:16:35.316 I/WVCdm   (  360): [cdm_engine.cpp(573):QueryStatus] Querying status
06-12 11:16:35.321 I/chatty  (  360): uid=1013(media) drm@1.3-service identical 7 lines
06-12 11:16:35.322 I/WVCdm   (  360): [cdm_engine.cpp(573):QueryStatus] Querying status
06-12 11:16:35.322 D/WVCdm   (  360): [crypto_session.cpp(805):Open] Opening crypto session: requested_security_level = Default
06-12 11:16:35.328 I/WVCdm   (  360): [file_utils.cpp(40):Exists] stat failed: ENOENT
06-12 11:16:35.379 W/AudioCapabilities(24974): Unsupported mime audio/dtshd
06-12 11:16:35.379 W/AudioCapabilities(24974): Unsupported mime audio/ffmpeg
06-12 11:16:35.379 W/AudioCapabilities(24974): Unsupported mime audio/mpeg-L2
06-12 11:16:35.380 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:35.381 W/VideoCapabilities(24974): Unsupported mime video/x-vnd.on2.vp6a
06-12 11:16:35.382 W/VideoCapabilities(24974): Unsupported mime video/x-vnd.on2.vp6f
06-12 11:16:35.386 W/VideoCapabilities(24974): Unsupported mime video/avs
06-12 11:16:35.387 W/VideoCapabilities(24974): Unsupported mime video/avs2
06-12 11:16:35.394 W/VideoCapabilities(24974): Unsupported mime video/x-motion-jpeg
06-12 11:16:35.395 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 39
06-12 11:16:35.395 W/VideoCapabilities(24974): Unrecognized profile/level 0/3 for video/mpeg2
06-12 11:16:35.395 I/VideoCapabilities(24974): Unsupported profile 2 for video/mpeg2
06-12 11:16:35.395 I/VideoCapabilities(24974): Unsupported profile 3 for video/mpeg2
06-12 11:16:35.396 I/VideoCapabilities(24974): Unsupported profile 4 for video/mpeg2
06-12 11:16:35.396 I/VideoCapabilities(24974): Unsupported profile 5 for video/mpeg2
06-12 11:16:35.396 W/VideoCapabilities(24974): Unrecognized profile/level 0/3 for video/mpeg2
06-12 11:16:35.396 I/VideoCapabilities(24974): Unsupported profile 2 for video/mpeg2
06-12 11:16:35.396 I/VideoCapabilities(24974): Unsupported profile 3 for video/mpeg2
06-12 11:16:35.396 I/VideoCapabilities(24974): Unsupported profile 4 for video/mpeg2
06-12 11:16:35.396 I/VideoCapabilities(24974): Unsupported profile 5 for video/mpeg2
06-12 11:16:35.398 I/VideoCapabilities(24974): Unsupported profile 2 for video/mp4v-es
06-12 11:16:35.398 I/VideoCapabilities(24974): Unsupported profile 4 for video/mp4v-es
06-12 11:16:35.398 I/VideoCapabilities(24974): Unsupported profile 8 for video/mp4v-es
06-12 11:16:35.398 I/VideoCapabilities(24974): Unsupported profile 16 for video/mp4v-es
06-12 11:16:35.398 I/VideoCapabilities(24974): Unsupported profile 32 for video/mp4v-es
06-12 11:16:35.398 I/VideoCapabilities(24974): Unsupported profile 64 for video/mp4v-es
06-12 11:16:35.398 I/VideoCapabilities(24974): Unsupported profile 128 for video/mp4v-es
06-12 11:16:35.398 I/VideoCapabilities(24974): Unsupported profile 256 for video/mp4v-es
06-12 11:16:35.399 I/VideoCapabilities(24974): Unsupported profile 512 for video/mp4v-es
06-12 11:16:35.399 I/VideoCapabilities(24974): Unsupported profile 1024 for video/mp4v-es
06-12 11:16:35.399 I/VideoCapabilities(24974): Unsupported profile 2048 for video/mp4v-es
06-12 11:16:35.399 I/VideoCapabilities(24974): Unsupported profile 4096 for video/mp4v-es
06-12 11:16:35.399 I/VideoCapabilities(24974): Unsupported profile 8192 for video/mp4v-es
06-12 11:16:35.399 I/VideoCapabilities(24974): Unsupported profile 16384 for video/mp4v-es
06-12 11:16:35.399 W/VideoCapabilities(24974): Unsupported mime video/rm10
06-12 11:16:35.400 W/VideoCapabilities(24974): Unsupported mime video/rm20
06-12 11:16:35.400 W/VideoCapabilities(24974): Unsupported mime video/rm30
06-12 11:16:35.401 W/VideoCapabilities(24974): Unsupported mime video/rm40
06-12 11:16:35.401 W/VideoCapabilities(24974): Unsupported mime video/vc1
06-12 11:16:35.401 W/Utils   (24974): could not parse long range '1-'
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 16 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 32 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 64 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 128 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 256 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 512 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 1024 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 2048 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 4096 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 8192 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 16384 for video/x-vnd.on2.vp8
06-12 11:16:35.402 W/VideoCapabilities(24974): Unrecognized level 32768 for video/x-vnd.on2.vp8
06-12 11:16:35.405 W/VideoCapabilities(24974): Unsupported mime video/wmv3
06-12 11:16:35.407 W/VideoCapabilities(24974): Unsupported mime video/wmv1
06-12 11:16:35.407 W/VideoCapabilities(24974): Unsupported mime video/wmv2
06-12 11:16:35.408 W/VideoCapabilities(24974): Unsupported mime video/wvc1
06-12 11:16:35.409 W/Utils   (24974): could not parse long range '1-'
06-12 11:16:35.410 W/VideoCapabilities(24974): Unsupported profile 4 for video/avc
06-12 11:16:35.431 D/MediaCodecInfo(24974): NoSupport [sizeAndRate.support, 1920x1080x25.0] [c2.android.hevc.decoder, video/hevc] [MSTB, JMSB200A, Jio, 30]
06-12 11:16:35.431 D/MediaCodecInfo(24974): NoSupport [sizeAndRate.support, 1920x1080x25.0] [c2.android.hevc.decoder, video/hevc] [MSTB, JMSB200A, Jio, 30]
06-12 11:16:35.432 D/MediaCodecInfo(24974): NoSupport [sizeAndRate.support, 1920x1080x25.0] [c2.android.vp9.decoder, video/x-vnd.on2.vp9] [MSTB, JMSB200A, Jio, 30]
06-12 11:16:35.433 D/MediaCodecInfo(24974): NoSupport [sizeAndRate.support, 1920x1080x25.0] [c2.android.vp9.decoder, video/x-vnd.on2.vp9] [MSTB, JMSB200A, Jio, 30]
06-12 11:16:35.480 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:35.525 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:16:35.581 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:35.618 E/WifiVendorHal(  628): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 11:16:35.634 I/.startv.hotsta(24974): Background young concurrent copying GC freed 227405(12MB) AllocSpace objects, 81(3744KB) LOS objects, 72% free, 9414KB/33MB, paused 124us total 102.631ms
06-12 11:16:35.637 W/System  (24974): A resource failed to call close. 
06-12 11:16:35.639 W/System  (24974): A resource failed to call close. 
06-12 11:16:35.681 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:35.781 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:35.813 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4364, expected nextSeqNum = 4364
06-12 11:16:35.814 I/appium  (24904): channel read: POST /session/b4ccaea5-a0a2-4a87-9c38-c39721e409ce/element
06-12 11:16:35.815 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4364,should SeqNum=4364, status = 0
06-12 11:16:35.815 I/appium  (24904): FindElement command
06-12 11:16:35.818 I/appium  (24904): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-12 11:16:35.819 I/appium  (24904): Waiting up to 10000ms for the device to idle
06-12 11:16:35.823 I/appium  (24904): The following attributes will be included to the page source: [resource-id]
06-12 11:16:35.844 D/JioStbInactivityTimer(  928): Timer: count 8 warningTimeout:10680 timeout:10800
06-12 11:16:35.844 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:16:35.881 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:35.895 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 40
06-12 11:16:35.926 I/appium  (24904): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 11:16:35.933 I/appium  (24904): AppiumResponse: {"sessionId":"b4ccaea5-a0a2-4a87-9c38-c39721e409ce","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 11:16:35.981 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:36.081 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:16:36.182 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:36.182 I/WifiService(  628): releaseMulticastLock uid=10083
06-12 11:16:36.183 I/JTCLOG  ( 3482): JuiceModel ->  Discover Mesh ONT services started
06-12 11:16:36.186 I/WifiService(  628): acquireMulticastLock uid=10083
06-12 11:16:36.282 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:36.382 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:36.396 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 41
06-12 11:16:36.462 I/appium  (24904): channel read: POST /session/b4ccaea5-a0a2-4a87-9c38-c39721e409ce/element
06-12 11:16:36.464 I/appium  (24904): FindElement command
06-12 11:16:36.467 I/appium  (24904): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-12 11:16:36.467 I/appium  (24904): Waiting up to 10000ms for the device to idle
06-12 11:16:36.471 I/appium  (24904): The following attributes will be included to the page source: [resource-id]
06-12 11:16:36.482 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:36.499 I/.startv.hotsta(24974): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:16:36.502 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:16:36.529 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:16:36.529 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:16:36.533 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:16:36.534 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:16:36.561 I/appium  (24904): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 11:16:36.567 I/appium  (24904): AppiumResponse: {"sessionId":"b4ccaea5-a0a2-4a87-9c38-c39721e409ce","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
